model;identifier;name;description;currency;active;inception_date;closing_date;management_company;bank;relationship_manager;provider;logo;accounts;additional_information
portfolio.models.Portfolio;AHU;NOOR AHU;;EUR;True;2013-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00030"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00030"", ""bank"": """"}, {""name"": ""CC00053"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00053"", ""bank"": """"}, {""name"": ""CC00028"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00028"", ""bank"": """"}, {""name"": ""CC00051"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00051"", ""bank"": """"}, {""name"": ""CC00029"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00029"", ""bank"": """"}, {""name"": ""CC00052"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00052"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""bank"": """"}]";
portfolio.models.Portfolio;AKI;NOOR AKI;;EUR;True;2015-03-15;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00055"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00055"", ""bank"": """"}, {""name"": ""CC00056"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00056"", ""bank"": """"}, {""name"": ""CC00035"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00035"", ""bank"": """"}, {""name"": ""CC00054"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00054"", ""bank"": """"}, {""name"": ""CC00057"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00057"", ""bank"": """"}, {""name"": ""CC00058"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00058"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-03-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""bank"": """"}]";
portfolio.models.Portfolio;AMA;NOOR AMA;;EUR;True;2013-10-08;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00059"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-10-08"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00059"", ""bank"": """"}, {""name"": ""CC00061"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-10-08"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00061"", ""bank"": """"}, {""name"": ""CC00037"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-10-08"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00037"", ""bank"": """"}, {""name"": ""CC00062"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-10-08"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00062"", ""bank"": """"}, {""name"": ""CC00060"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-10-08"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00060"", ""bank"": """"}, {""name"": ""CC00063"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-10-08"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00063"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-10-08"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;AMD;NOOR AMD;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00031"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00031"", ""bank"": """"}, {""name"": ""CC00034"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00034"", ""bank"": """"}, {""name"": ""CC00032"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00032"", ""bank"": """"}, {""name"": ""CC00033"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00033"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""bank"": """"}]";
portfolio.models.Portfolio;BASTIAN;NOOR BASTIAN;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02040"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02040"", ""bank"": """"}, {""name"": ""Security CAD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CAD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CAD"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;BIKE;NOOR BIKE;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02045"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02045"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;CHIC;NOOR CHIC;;CHF;True;2014-07-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02266"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-07-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02266"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-07-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""bank"": """"}]";
portfolio.models.Portfolio;COPER;NOOR COPER;;CHF;True;2015-05-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02269"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02269"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""bank"": """"}]";
portfolio.models.Portfolio;ENP;NOOR ENP 1;;EUR;True;2014-09-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02276"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02276"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;ENP 2;NOOR ENP 2;;EUR;True;2014-09-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02340"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02340"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;ETS;NOOR ETS;;EUR;True;2014-04-15;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02249"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02249"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-04-15"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""bank"": """"}]";
portfolio.models.Portfolio;FRED;NOOR FRED;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02042"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02042"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;GALA;NOOR GALA;;EUR;True;2013-12-22;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00443"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00443"", ""bank"": """"}, {""name"": ""CC00442"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00442"", ""bank"": """"}, {""name"": ""CC00922"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00922"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""bank"": """"}]";
portfolio.models.Portfolio;GENJI;NOOR GENJI;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02041"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02041"", ""bank"": """"}, {""name"": ""Security CAD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CAD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CAD"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;HAOAMA;NOOR HAO+AMA;;EUR;True;2013-04-02;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00065"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-04-02"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00065"", ""bank"": """"}, {""name"": ""CC00068"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-04-02"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00068"", ""bank"": """"}, {""name"": ""CC00036"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-04-02"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00036"", ""bank"": """"}, {""name"": ""CC00066"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-04-02"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00066"", ""bank"": """"}, {""name"": ""CC00064"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-04-02"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00064"", ""bank"": """"}, {""name"": ""CC00067"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-04-02"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00067"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-04-02"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;HAWA;NOOR HAWA;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02064"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02064"", ""bank"": """"}, {""name"": ""CC02046"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02046"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;HIRI;NOOR HIRI;;EUR;True;2013-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00077"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00077"", ""bank"": """"}, {""name"": ""CC00080"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00080"", ""bank"": """"}, {""name"": ""CC00038"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00038"", ""bank"": """"}, {""name"": ""CC00078"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00078"", ""bank"": """"}, {""name"": ""CC00076"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00076"", ""bank"": """"}, {""name"": ""CC00079"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00079"", ""bank"": """"}, {""name"": ""Security CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CHF"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""bank"": """"}]";
portfolio.models.Portfolio;JPL;NOOR JPL;;EUR;True;2014-06-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02052"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02052"", ""bank"": """"}, {""name"": ""CC02250"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02250"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;JSOL;NOOR JSOL;;EUR;True;2013-12-10;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC00039"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-10"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC00039"", ""bank"": """"}, {""name"": ""CC02240"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-10"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02240"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-10"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-12-10"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""bank"": """"}]";
portfolio.models.Portfolio;JT;NOOR JT;;EUR;True;2014-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02055"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02055"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}]";
portfolio.models.Portfolio;KATE;NOOR KATE;;EUR;True;2013-02-22;;NOOR;;NAVILLE Christian;;;"[{""name"": ""CC02057"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-02-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""CC02057"", ""bank"": """"}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-02-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-02-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2013-02-22"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""bank"": """"}]";
